Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,province,city,urban_nbs
2011,014051108,0140511,1 Yes,2 Water heater installed by the household,6 crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051106,0140511,2 No,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051104,0140511,2 No,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051113,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051109,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051110,0140511,1 Yes,2 Water heater installed by the household,1 Coal,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051114,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051105,0140511,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051103,0140511,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051102,0140511,2 No,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051117,0140511,2 No,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014051112,0140511,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031309,0140313,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031313,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031308,0140313,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031303,0140313,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031301,0140313,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031312,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031310,0140313,1 Yes,2 Water heater installed by the household,1 Coal,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031305,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031311,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031306,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031307,0140313,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2011,014031304,0140313,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512010,0140512,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512020,0140512,1 Yes,3 No,6 Crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512030,0140512,2 No,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512040,0140512,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512050,0140512,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512060,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512070,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512080,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512090,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512100,0140512,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512110,0140512,1 Yes,3 No,6 Crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512120,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512130,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512140,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512160,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512170,0140512,1 Yes,3 No,6 Crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512180,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512190,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512200,0140512,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512210,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512220,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512230,0140512,1 Yes,3 No,6 Crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512250,0140512,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512260,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512270,0140512,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512280,0140512,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140512300,0140512,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311020,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311030,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311070,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311080,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311100,0140311,1 Yes,1 Hot water provided,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311120,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311130,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311140,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311150,0140311,1 Yes,2 Water heater installed by the household,7 Other,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311160,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311180,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311190,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311210,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311220,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311230,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311240,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311250,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311260,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311270,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311280,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311290,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311300,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311310,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140311320,0140311,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511010,0140511,1 Yes,3 No,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511020,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511030,0140511,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511040,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511050,0140511,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511060,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511080,0140511,1 Yes,2 Water heater installed by the household,1 Coal,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511090,0140511,1 Yes,3 No,6 Crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511100,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511110,0140511,1 Yes,3 No,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511120,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511130,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511150,0140511,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511160,0140511,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511170,0140511,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511180,0140511,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511190,0140511,1 Yes,2 Water heater installed by the household,1 Coal,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511200,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511220,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511230,0140511,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511240,0140511,1 Yes,3 No,6 Crop residue/Wood burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140511250,0140511,1 Yes,3 No,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313010,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313020,0140313,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313030,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313040,0140313,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313050,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313060,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313080,0140313,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313090,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313100,0140313,1 Yes,2 Water heater installed by the household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313110,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313140,0140313,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313160,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313180,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313200,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2013,0140313210,0140313,1 Yes,2 Water heater installed by the household,2 Natural gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512040,0140512,1 Yes,2 Water Heater Installed by The Household,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512280,0140512,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512190,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512260,0140512,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512100,0140512,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512350,0140512,2 No,2 Water Heater Installed by The Household,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512210,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512300,0140512,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512200,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512340,0140512,1 Yes,2 Water Heater Installed by The Household,4 Liquefied Petroleum Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512310,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512110,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512140,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512060,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512090,0140512,1 Yes,3.0,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512250,0140512,1 Yes,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512130,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512080,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512020,0140512,1 Yes,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512150,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512120,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512220,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512010,0140512,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512320,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512270,0140512,1 Yes,2 Water Heater Installed by The Household,7 Other,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512050,0140512,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512180,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512330,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512160,0140512,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512230,0140512,1 Yes,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140512070,0140512,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
2015,0140311280,0140311,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ÔÆÄÏÊ¡,À¥Ã÷ÊÐ,Urban
