,Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,num_toilet,toilet_type_1,toilet_type_2,ID,province,city,urban_nbs
15,2011,014643103,0146431,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
16,2011,014643111,0146431,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
17,2011,014643113,0146431,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
18,2011,014643108,0146431,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
19,2011,014643116,0146431,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
20,2011,014643109,0146431,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
21,2011,014643106,0146431,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
22,2011,014643110,0146431,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
23,2011,014643118,0146431,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
24,2011,014643219,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
25,2011,014643218,0146432,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
26,2011,014643205,0146432,2 No,3 No,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
27,2011,014643202,0146432,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
28,2011,014643213,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
29,2011,014643221,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
30,2011,014643206,0146432,1 Yes,2 Water heater installed by the household,5 Electric,0.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
31,2011,014643203,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
32,2011,014643204,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
33,2011,014643214,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
34,2011,014643207,0146432,1 Yes,2 Water heater installed by the household,5 Electric,2.0,,2 Toilet with a seat,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
35,2011,014643212,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
36,2011,014643220,0146432,1 Yes,2 Water heater installed by the household,5 Electric,0.0,1 Toilet without a seat,2 Toilet with a seat,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
37,2011,014643222,0146432,1 Yes,2 Water heater installed by the household,6 crop residue/Wood burning,0.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
38,2011,014643201,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
39,2011,014643211,0146432,1 Yes,3 No,6 crop residue/Wood burning,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
40,2011,014643215,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,,2 Toilet with a seat,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
41,2011,014643210,0146432,2 No,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
42,2011,014643217,0146432,2 No,3 No,5 Electric,0.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
43,2011,014643216,0146432,1 Yes,1 Hot water provided,5 Electric,1.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
44,2011,014643209,0146432,2 No,3 No,6 crop residue/Wood burning,0.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
45,2011,014643208,0146432,2 No,2 Water heater installed by the household,6 crop residue/Wood burning,0.0,1 Toilet without a seat,,,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
46,2013,0146431020,0146431,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,014643102001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
47,2013,0146431030,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643103001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
48,2013,0146431040,0146431,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,014643104001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
49,2013,0146431050,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643105001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
50,2013,0146431060,0146431,1 Yes,3 No,6 Crop residue/Wood burning,0.0,1 Toilet without a seat,,014643106001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
51,2013,0146431070,0146431,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,014643107002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
52,2013,0146431080,0146431,1 Yes,3 No,5 Electric,0.0,1 Toilet without a seat,,014643108002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
53,2013,0146431090,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643109001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
54,2013,0146431100,0146431,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,014643110002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
55,2013,0146431110,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643111002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
56,2013,0146431120,0146431,1 Yes,3 No,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,014643112001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
57,2013,0146431130,0146431,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,014643113001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
58,2013,0146431140,0146431,1 Yes,3 No,6 Crop residue/Wood burning,0.0,1 Toilet without a seat,,014643114002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
59,2013,0146431150,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643115002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
60,2013,0146431170,0146431,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,014643117001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
61,2013,0146431180,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643118001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
62,2013,0146431190,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643119001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
63,2013,0146431200,0146431,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,014643120002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
64,2013,0146431210,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643121001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
65,2013,0146431220,0146431,1 Yes,3 No,6 Crop residue/Wood burning,0.0,1 Toilet without a seat,,014643122001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
66,2013,0146431230,0146431,1 Yes,2 Water heater installed by the household,5 Electric,3.0,1 Toilet without a seat,,014643123001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
67,2013,0146431240,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643124001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
68,2013,0146431250,0146431,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,014643125002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
69,2013,0146431260,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643126001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
70,2013,0146431270,0146431,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643127001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
71,2013,0146432010,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643201002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
72,2013,0146432020,0146432,1 Yes,2 Water heater installed by the household,5 Electric,0.0,1 Toilet without a seat,,014643202001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
73,2013,0146432030,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643203002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
74,2013,0146432040,0146432,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,0.0,1 Toilet without a seat,,014643204001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
75,2013,0146432050,0146432,1 Yes,3 No,5 Electric,0.0,1 Toilet without a seat,,014643205001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
76,2013,0146432060,0146432,1 Yes,2 Water heater installed by the household,5 Electric,0.0,1 Toilet without a seat,,014643206001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
77,2013,0146432070,0146432,1 Yes,2 Water heater installed by the household,5 Electric,2.0,1 Toilet without a seat,,014643207001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
78,2013,0146432080,0146432,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,1.0,1 Toilet without a seat,,014643208001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
79,2013,0146432090,0146432,1 Yes,2 Water heater installed by the household,6 Crop residue/Wood burning,0.0,1 Toilet without a seat,,014643209001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
80,2013,0146432100,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643210001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
81,2013,0146432110,0146432,1 Yes,3 No,5 Electric,1.0,1 Toilet without a seat,,014643211001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
82,2013,0146432130,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643213001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
83,2013,0146432140,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643214002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
84,2013,0146432150,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643215001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
85,2013,0146432160,0146432,2 No,3 No,7 Other,0.0,1 Toilet without a seat,,014643216002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
86,2013,0146432170,0146432,1 Yes,3 No,5 Electric,0.0,1 Toilet without a seat,,014643217001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
87,2013,0146432180,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643218002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
88,2013,0146432190,0146432,1 Yes,2 Water heater installed by the household,4 Liquefied Petroleum Gas,1.0,1 Toilet without a seat,,014643219001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
89,2013,0146432200,0146432,1 Yes,2 Water heater installed by the household,5 Electric,2.0,1 Toilet without a seat,,014643220001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
90,2013,0146432210,0146432,1 Yes,2 Water heater installed by the household,5 Electric,1.0,1 Toilet without a seat,,014643221002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
91,2013,0146432220,0146432,1 Yes,2 Water heater installed by the household,5 Electric,0.0,1 Toilet without a seat,,014643222001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
92,2013,0146432230,0146432,2 No,3 No,5 Electric,0.0,1 Toilet without a seat,,014643223002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
93,2015,0146431250,0146431,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,0.0,1 Toilet without A Seat,,014643125001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
94,2015,0146431150,0146431,1 Yes,3.0,5 Electric,1.0,1 Toilet without A Seat,,014643115002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
95,2015,0146431120,0146431,1 Yes,3.0,6 Crop Residue/Wood Burning,0.0,1 Toilet without A Seat,,014643112001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
96,2015,0146431200,0146431,1 Yes,3.0,6 Crop Residue/Wood Burning,0.0,1 Toilet without A Seat,,014643120002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
97,2015,0146431240,0146431,1 Yes,3.0,5 Electric,0.0,1 Toilet without A Seat,,014643124002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
98,2015,0146431310,0146431,1 Yes,3.0,5 Electric,1.0,1 Toilet without A Seat,,014643131001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
99,2015,0146431210,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643121001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
100,2015,0146431020,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643102001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
101,2015,0146431220,0146431,1 Yes,3.0,5 Electric,0.0,1 Toilet without A Seat,,014643122001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
102,2015,0146431040,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643104001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
103,2015,0146431140,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643114001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
104,2015,0146431190,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643119002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
105,2015,0146431230,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,3.0,1 Toilet without A Seat,,014643123001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
106,2015,0146431300,0146431,1 Yes,1 Hot Water Provided,5 Electric,1.0,1 Toilet without A Seat,,014643130001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
107,2015,0146431010,0146431,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,1.0,1 Toilet without A Seat,,014643101001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
108,2015,0146431340,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,2.0,1 Toilet without A Seat,,014643134001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
109,2015,0146431070,0146431,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,1.0,1 Toilet without A Seat,,014643107002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
110,2015,0146431290,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643129001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
111,2015,0146431330,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,2.0,1 Toilet without A Seat,,014643133002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
112,2015,0146431170,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643117001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
113,2015,0146431050,0146431,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,0.0,,2 Toilet with A Seat,014643105001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
114,2015,0146431030,0146431,1 Yes,3.0,5 Electric,0.0,1 Toilet without A Seat,,014643103002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
115,2015,0146431130,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643113001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
116,2015,0146431320,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,0.0,,,014643132001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
117,2015,0146431080,0146431,1 Yes,3.0,5 Electric,0.0,1 Toilet without A Seat,,014643108001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
118,2015,0146431090,0146431,1 Yes,2 Water Heater Installed by The Household,4 Liquefied Petroleum Gas,1.0,1 Toilet without A Seat,,014643109001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
119,2015,0146431060,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,,2 Toilet with A Seat,014643106001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
120,2015,0146431100,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,2.0,1 Toilet without A Seat,,014643110002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
121,2015,0146431280,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643128001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
122,2015,0146431180,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643118002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
123,2015,0146431260,0146431,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643126002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
124,2015,0146432190,0146432,1 Yes,2 Water Heater Installed by The Household,7 Other,1.0,1 Toilet without A Seat,,014643219001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
125,2015,0146432270,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643227001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
126,2015,0146432260,0146432,1 Yes,2 Water Heater Installed by The Household,,1.0,1 Toilet without A Seat,,014643226001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
127,2015,0146432050,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643205001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
128,2015,0146432020,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,,2 Toilet with A Seat,014643202001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
129,2015,0146432130,0146432,1 Yes,1 Hot Water Provided,5 Electric,4.0,1 Toilet without A Seat,,014643213001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
130,2015,0146432210,0146432,1 Yes,2 Water Heater Installed by The Household,7 Other,1.0,1 Toilet without A Seat,,014643221002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
131,2015,0146432060,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,0.0,1 Toilet without A Seat,,014643206002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
132,2015,0146432030,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643203001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
133,2015,0146432040,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643204001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
134,2015,0146432140,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,2.0,1 Toilet without A Seat,,014643214002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
135,2015,0146432070,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643207001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
136,2015,0146432250,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,0.0,1 Toilet without A Seat,,014643225001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
137,2015,0146432200,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643220002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
138,2015,0146432220,0146432,1 Yes,,5 Electric,0.0,1 Toilet without A Seat,,014643222001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
139,2015,0146432010,0146432,1 Yes,2 Water Heater Installed by The Household,4 Liquefied Petroleum Gas,1.0,1 Toilet without A Seat,,014643201001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
140,2015,0146432110,0146432,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,2.0,1 Toilet without A Seat,,014643211001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
141,2015,0146432150,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,,2 Toilet with A Seat,014643215001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
142,2015,0146432100,0146432,1 Yes,2 Water Heater Installed by The Household,5 Electric,1.0,1 Toilet without A Seat,,014643210002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
143,2015,0146432170,0146432,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,1.0,1 Toilet without A Seat,,014643217001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
144,2015,0146432160,0146432,1 Yes,1 Hot Water Provided,5 Electric,1.0,,2 Toilet with A Seat,014643216002,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
145,2015,0146432240,0146432,1 Yes,3.0,4 Liquefied Petroleum Gas,0.0,1 Toilet without A Seat,,014643224001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
146,2015,0146432090,0146432,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,0.0,1 Toilet without A Seat,,014643209001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
147,2015,0146432080,0146432,1 Yes,3.0,6 Crop Residue/Wood Burning,0.0,1 Toilet without A Seat,,014643208001,ÔÆÄÏÊ¡,ÁÙ²×ÊÐ,Urban
